"uuid","current","power","rtc"
"d500000c-01","93.27","61.56","1501596000"
"d500000c-01","92.71","61.19","1501596180"
"d500000c-01","94.11","62.11","1501596360"
"d500000c-01","93.87","61.95","1501596540"
"d500000c-01","94.23","62.19","1501596900"
"d500000c-01","94.11","62.11","1501597080"
"d500000c-01","92.71","61.19","1501597260"
"d500000c-01","94.55","62.41","1501597440"
"d500000c-01","93.87","61.95","1501597620"
"d500000c-01","94.43","62.33","1501597800"
"d500000c-01","94.43","62.33","1501597980"
"d500000c-01","94.67","62.48","1501598160"
"d500000c-01","92.35","60.95","1501598340"
"d500000c-01","93.04","61.4","1501598520"
"d500000c-01","93.04","61.4","1501598700"
"d500000c-01","93.04","61.4","1501598880"
"d500000c-01","93.39","61.64","1501599060"
"d500000c-01","93.75","61.88","1501599240"
"d500000c-01","93.16","61.48","1501599420"
"d500000c-01","92.23","60.87","1501599600"
"d500000c-01","93.87","61.95","1501599780"
"d500000c-01","94.79","62.56","1501599960"
"d500000c-01","93.75","61.88","1501600140"
"d500000c-01","93.87","61.95","1501600320"
"d500000c-01","94.67","62.48","1501600500"
"d500000c-01","94.79","62.56","1501600680"
"d500000c-01","93.87","61.95","1501600860"
"d500000c-01","94.23","62.19","1501601040"
"d500000c-01","96.67","63.8","1501601220"
"d500000c-01","93.99","62.03","1501601400"
"d500000c-01","93.39","61.64","1501601580"
"d500000c-01","93.51","61.72","1501601760"
"d500000c-01","92.92","61.33","1501601940"
"d500000c-01","95.03","62.72","1501602120"
"d500000c-01","96.07","63.41","1501602300"
"d500000c-01","94.32","62.25","1501602480"
"d500000c-01","93.63","61.8","1501602660"
"d500000c-01","94.43","62.33","1501602840"
"d500000c-01","94.91","62.64","1501603020"
"d500000c-01","94.91","62.64","1501603200"
"d500000c-01","95.39","62.96","1501603380"
"d500000c-01","94.43","62.33","1501603560"
"d500000c-01","93.75","61.88","1501603740"
"d500000c-01","94.79","62.56","1501603920"
"d500000c-01","93.39","61.64","1501604100"
"d500000c-01","93.99","62.03","1501604280"
"d500000c-01","92.83","61.27","1501604460"
"d500000c-01","95.62","63.11","1501604640"
"d500000c-01","94.91","62.64","1501604820"
"d500000c-01","93.87","61.95","1501605000"
"d500000c-01","94.43","62.33","1501605180"
"d500000c-01","94.11","62.11","1501605360"
"d500000c-01","93.51","61.72","1501605540"
"d500000c-01","93.04","61.4","1501605720"
"d500000c-01","95.95","63.33","1501605900"
"d500000c-01","95.74","63.19","1501606080"
"d500000c-01","93.27","61.56","1501606260"
"d500000c-01","95.03","62.72","1501606440"
"d500000c-01","94.67","62.48","1501606620"
"d500000c-01","94.79","62.56","1501606800"
"d500000c-01","95.51","63.03","1501606980"
"d500000c-01","93.99","62.03","1501607160"
"d500000c-01","93.16","61.48","1501607340"
"d500000c-01","95.51","63.03","1501607520"
"d500000c-01","95.39","62.96","1501607700"
"d500000c-01","94.32","62.25","1501607880"
"d500000c-01","94.23","62.19","1501608060"
"d500000c-01","94.43","62.33","1501608240"
"d500000c-01","95.03","62.72","1501608420"
"d500000c-01","94.11","62.11","1501608600"
"d500000c-01","94.55","62.41","1501608780"
"d500000c-01","94.23","62.19","1501608960"
"d500000c-01","93.99","62.03","1501609140"
"d500000c-01","93.51","61.72","1501609320"
"d500000c-01","93.99","62.03","1501609500"
"d500000c-01","94.32","62.25","1501609680"
"d500000c-01","93.39","61.64","1501609860"
"d500000c-01","94.11","62.11","1501610040"
"d500000c-01","93.99","62.03","1501610220"
"d500000c-01","94.67","62.48","1501610400"
"d500000c-01","95.15","62.8","1501610580"
"d500000c-01","93.87","61.95","1501610760"
"d500000c-01","94.55","62.41","1501610940"
"d500000c-01","94.79","62.56","1501611120"
"d500000c-01","93.39","61.64","1501611300"
"d500000c-01","93.87","61.95","1501611480"
"d500000c-01","93.99","62.03","1501611660"
"d500000c-01","94.79","62.56","1501611840"
"d500000c-01","94.55","62.41","1501612020"
"d500000c-01","94.43","62.33","1501612200"
"d500000c-01","92.47","61.03","1501612380"
"d500000c-01","94.23","62.19","1501612560"
"d500000c-01","93.75","61.88","1501612740"
"d500000c-01","93.99","62.03","1501612920"
"d500000c-01","93.75","61.88","1501613100"
"d500000c-01","93.87","61.95","1501613280"
"d500000c-01","92.92","61.33","1501613460"
"d500000c-01","92.92","61.33","1501613640"
"d500000c-01","93.99","62.03","1501613820"
"d500000c-01","95.03","62.72","1501614000"
"d500000c-01","94.32","62.25","1501614180"
"d500000c-01","93.04","61.4","1501614360"
"d500000c-01","92.92","61.33","1501614540"
"d500000c-01","93.16","61.48","1501614720"
"d500000c-01","94.43","62.33","1501614900"
"d500000c-01","93.87","61.95","1501615080"
"d500000c-01","93.27","61.56","1501615620"
"d500000c-01","92.83","61.27","1501615800"
"d500000c-01","94.11","62.11","1501615980"
"d500000c-01","94.55","62.41","1501616160"
"d500000c-01","93.27","61.56","1501616340"
"d500000c-01","92.23","60.87","1501616520"
"d500000c-01","93.87","61.95","1501616700"
"d500000c-01","94.11","62.11","1501616880"
"d500000c-01","92.35","60.95","1501617060"
"d500000c-01","93.51","61.72","1501617240"
"d500000c-01","93.27","61.56","1501617420"
"d500000c-01","94.23","62.19","1501617600"
"d500000c-01","94.32","62.25","1501617780"
"d500000c-01","90.72","59.87","1501617960"
"d500000c-01","93.63","61.8","1501618140"
"d500000c-01","93.39","61.64","1501618320"
"d500000c-01","92.92","61.33","1501618500"
"d500000c-01","91.99","60.72","1501618680"
"d500000c-01","94.11","62.11","1501618860"
"d500000c-01","92.92","61.33","1501619040"
"d500000c-01","94.32","62.25","1501619220"
"d500000c-01","93.04","61.4","1501619400"
"d500000c-01","92.71","61.19","1501619580"
"d500000c-01","91.88","60.64","1501619760"
"d500000c-01","91.88","60.64","1501619940"
"d500000c-01","93.87","61.95","1501620120"
"d500000c-01","93.16","61.48","1501620300"
"d500000c-01","92.47","61.03","1501620480"
"d500000c-01","92.11","60.8","1501620660"
"d500000c-01","92.35","60.95","1501620840"
"d500000c-01","92.11","60.8","1501621020"
"d500000c-01","91.52","60.4","1501621200"
"d500000c-01","92.71","61.19","1501621380"
"d500000c-01","92.35","60.95","1501621560"
"d500000c-01","92.11","60.8","1501621740"
"d500000c-01","93.16","61.48","1501621920"
"d500000c-01","91.52","60.4","1501622100"
"d500000c-01","91.88","60.64","1501622280"
"d500000c-01","92.47","61.03","1501622460"
"d500000c-01","91.88","60.64","1501622640"
"d500000c-01","91.07","60.11","1501622820"
"d500000c-01","92.23","60.87","1501623000"
"d500000c-01","92.35","60.95","1501623180"
"d500000c-01","91.4","60.32","1501623360"
"d500000c-01","91.88","60.64","1501623540"
"d500000c-01","92.35","60.95","1501623720"
"d500000c-01","91.99","60.72","1501623900"
"d500000c-01","94.55","62.41","1501624080"
"d500000c-01","93.39","61.64","1501624260"
"d500000c-01","92.83","61.27","1501624440"
"d500000c-01","91.99","60.72","1501624620"
"d500000c-01","93.39","61.64","1501624800"
"d500000c-01","94.11","62.11","1501624980"
"d500000c-01","94.23","62.19","1501625160"
"d500000c-01","93.99","62.03","1501625340"
"d500000c-01","91.52","60.4","1501625520"
"d500000c-01","93.63","61.8","1501625700"
"d500000c-01","95.74","63.19","1501625880"
"d500000c-01","95.74","63.19","1501626060"
"d500000c-01","92.83","61.27","1501626240"
"d500000c-01","94.32","62.25","1501626420"
"d500000c-01","93.51","61.72","1501626600"
"d500000c-01","93.75","61.88","1501626780"
"d500000c-01","94.43","62.33","1501626960"
"d500000c-01","94.43","62.33","1501627140"
"d500000c-01","94.11","62.11","1501627320"
"d500000c-01","96.31","63.56","1501627500"
"d500000c-01","94.43","62.33","1501627680"
"d500000c-01","95.62","63.11","1501627860"
"d500000c-01","95.39","62.96","1501628040"
"d500000c-01","94.91","62.64","1501628220"
"d500000c-01","94.67","62.48","1501628400"
"d500000c-01","96.19","63.49","1501628580"
"d500000c-01","95.51","63.03","1501628760"
"d500000c-01","95.51","63.03","1501628940"
"d500000c-01","95.39","62.96","1501629120"
"d500000c-01","94.67","62.48","1501629300"
"d500000c-01","97.02","64.04","1501629480"
"d500000c-01","96.67","63.8","1501629660"
"d500000c-01","95.39","62.96","1501629840"
"d500000c-01","96.55","63.72","1501630020"
"d500000c-01","95.39","62.96","1501630200"
"d500000c-01","96.79","63.88","1501630380"
"d500000c-01","94.91","62.64","1501630560"
"d500000c-01","97.35","64.25","1501630740"
"d500000c-01","96.31","63.56","1501630920"
"d500000c-01","96.67","63.8","1501631100"
"d500000c-01","96.79","63.88","1501631280"
"d500000c-01","96.67","63.8","1501631460"
"d500000c-01","97.02","64.04","1501631640"
"d500000c-01","97.71","64.49","1501631820"
"d500000c-01","96.43","63.64","1501632000"
"d500000c-01","95.95","63.33","1501632180"
"d500000c-01","96.43","63.64","1501632360"
"d500000c-01","97.35","64.25","1501632540"
"d500000c-01","97.02","64.04","1501632720"
"d500000c-01","99.58","65.72","1501632900"
"d500000c-01","96.43","63.64","1501633080"
"d500000c-01","96.67","63.8","1501633440"
"d500000c-01","95.39","62.96","1501633620"
"d500000c-01","97.47","64.33","1501633800"
"d500000c-01","95.62","63.11","1501633980"
"d500000c-01","97.23","64.17","1501634160"
"d500000c-01","96.07","63.41","1501634340"
"d500000c-01","95.74","63.19","1501634520"
"d500000c-01","96.19","63.49","1501634700"
"d500000c-01","-27.94","0","1501634880"
"d500000c-01","-28.89","0","1501635060"
"d500000c-01","-29.69","0","1501635240"
"d500000c-01","-28.89","0","1501635420"
"d500000c-01","-27.61","0","1501635600"
"d500000c-01","-27.94","0","1501635780"
"d500000c-01","-29.1","0","1501635960"
"d500000c-01","-26.9","0","1501636140"
"d500000c-01","-27.94","0","1501636320"
"d500000c-01","-28.89","0","1501636500"
"d500000c-01","-28.18","0","1501636680"
"d500000c-01","-27.25","0","1501636860"
"d500000c-01","-27.37","0","1501637040"
"d500000c-01","-27.7","0","1501637220"
"d500000c-01","-29.46","0","1501637400"
"d500000c-01","-28.77","0","1501637580"
"d500000c-01","-27.61","0","1501637760"
"d500000c-01","-28.06","0","1501637940"
"d500000c-01","-28.65","0","1501638120"
"d500000c-01","-28.06","0","1501638300"
"d500000c-01","-28.89","0","1501638480"
"d500000c-01","-28.18","0","1501638660"
"d500000c-01","-27.7","0","1501638840"
"d500000c-01","-28.41","0","1501639020"
"d500000c-01","-27.37","0","1501639200"
"d500000c-01","-28.29","0","1501639380"
"d500000c-01","-28.77","0","1501639560"
"d500000c-01","-28.89","0","1501639740"
"d500000c-01","-29.46","0","1501639920"
"d500000c-01","-28.77","0","1501640100"
"d500000c-01","-27.49","0","1501640280"
"d500000c-01","-28.53","0","1501640460"
"d500000c-01","-27.7","0","1501640640"
"d500000c-01","-28.77","0","1501640820"
"d500000c-01","-29.34","0","1501641000"
"d500000c-01","-27.49","0","1501641180"
"d500000c-01","-27.94","0","1501641360"
"d500000c-01","-27.13","0","1501641540"
"d500000c-01","-28.89","0","1501641720"
"d500000c-01","-28.53","0","1501641900"
"d500000c-01","-28.41","0","1501642080"
"d500000c-01","-28.77","0","1501642260"
"d500000c-01","-29.1","0","1501642440"
"d500000c-01","-27.49","0","1501642620"
"d500000c-01","-28.65","0","1501642800"
"d500000c-01","-29.34","0","1501642980"
"d500000c-01","-28.53","0","1501643160"
"d500000c-01","-28.77","0","1501643340"
"d500000c-01","-29.46","0","1501643520"
"d500000c-01","-28.89","0","1501643700"
"d500000c-01","-29.69","0","1501643880"
"d500000c-01","-29.57","0","1501644060"
"d500000c-01","-28.06","0","1501644240"
"d500000c-01","-28.53","0","1501644420"
"d500000c-01","-27.49","0","1501644600"
"d500000c-01","-29.34","0","1501644780"
"d500000c-01","-27.25","0","1501644960"
"d500000c-01","-28.89","0","1501645140"
"d500000c-01","-28.89","0","1501645320"
"d500000c-01","-28.18","0","1501645500"
"d500000c-01","-29.1","0","1501645680"
"d500000c-01","-28.06","0","1501645860"
"d500000c-01","-27.94","0","1501646040"
"d500000c-01","-28.06","0","1501646220"
"d500000c-01","-29.46","0","1501646400"
"d500000c-01","-28.89","0","1501646580"
"d500000c-01","-27.7","0","1501646760"
"d500000c-01","-28.89","0","1501646940"
"d500000c-01","-29.1","0","1501647120"
"d500000c-01","-28.41","0","1501647300"
"d500000c-01","-28.89","0","1501647480"
"d500000c-01","-29.34","0","1501647660"
"d500000c-01","-27.94","0","1501647840"
"d500000c-01","-27.82","0","1501648020"
"d500000c-01","-28.53","0","1501648200"
"d500000c-01","-28.41","0","1501648380"
"d500000c-01","-28.06","0","1501648560"
"d500000c-01","-28.29","0","1501648740"
"d500000c-01","-28.06","0","1501648920"
"d500000c-01","-28.06","0","1501649100"
"d500000c-01","-27.82","0","1501649280"
"d500000c-01","-29.46","0","1501649460"
"d500000c-01","-28.65","0","1501649640"
"d500000c-01","-28.18","0","1501649820"
"d500000c-01","-28.77","0","1501650000"
"d500000c-01","-28.89","0","1501650180"
"d500000c-01","-27.82","0","1501650360"
"d500000c-01","-29.1","0","1501650540"
"d500000c-01","-27.7","0","1501650720"
"d500000c-01","-28.06","0","1501650900"
"d500000c-01","-28.53","0","1501651080"
"d500000c-01","-28.65","0","1501651260"
"d500000c-01","-28.29","0","1501651440"
"d500000c-01","-29.22","0","1501651620"
"d500000c-01","-28.77","0","1501651800"
"d500000c-01","-29.1","0","1501651980"
"d500000c-01","-27.7","0","1501652160"
"d500000c-01","-28.89","0","1501652340"
"d500000c-01","-29.22","0","1501652520"
"d500000c-01","-28.18","0","1501652700"
"d500000c-01","-28.41","0","1501652880"
"d500000c-01","-28.18","0","1501653060"
"d500000c-01","-27.94","0","1501653240"
"d500000c-01","-28.65","0","1501653420"
"d500000c-01","-28.65","0","1501653600"
"d500000c-01","-29.1","0","1501653780"
"d500000c-01","-27.94","0","1501653960"
"d500000c-01","-29.81","0","1501654140"
"d500000c-01","-28.89","0","1501654320"
"d500000c-01","-27.25","0","1501654500"
"d500000c-01","-27.7","0","1501654680"
"d500000c-01","-27.49","0","1501654860"
"d500000c-01","-28.18","0","1501655040"
"d500000c-01","-28.89","0","1501655220"
"d500000c-01","-28.89","0","1501655400"
"d500000c-01","-28.89","0","1501655580"
"d500000c-01","-29.1","0","1501655760"
"d500000c-01","-28.53","0","1501655940"
"d500000c-01","-27.94","0","1501656120"
"d500000c-01","-28.06","0","1501656300"
"d500000c-01","-27.82","0","1501656480"
"d500000c-01","-28.41","0","1501656660"
"d500000c-01","-29.93","0","1501656840"
"d500000c-01","-28.77","0","1501657020"
"d500000c-01","-28.53","0","1501657200"
"d500000c-01","-28.53","0","1501657380"
"d500000c-01","-28.65","0","1501657560"
"d500000c-01","-28.18","0","1501657740"
"d500000c-01","-28.06","0","1501657920"
"d500000c-01","-29.01","0","1501658100"
"d500000c-01","-28.77","0","1501658280"
"d500000c-01","-29.22","0","1501658460"
"d500000c-01","-29.57","0","1501658640"
"d500000c-01","-29.1","0","1501658820"
"d500000c-01","-28.06","0","1501659000"
"d500000c-01","-27.7","0","1501659180"
"d500000c-01","-28.06","0","1501659360"
"d500000c-01","-28.65","0","1501659540"
"d500000c-01","-28.41","0","1501659720"
"d500000c-01","-29.1","0","1501659900"
"d500000c-01","-27.94","0","1501660080"
"d500000c-01","-29.01","0","1501660260"
"d500000c-01","-28.53","0","1501660440"
"d500000c-01","-29.81","0","1501660620"
"d500000c-01","-28.77","0","1501660800"
"d500000c-01","-27.13","0","1501660980"
"d500000c-01","-27.82","0","1501661160"
"d500000c-01","-29.22","0","1501661340"
"d500000c-01","-28.77","0","1501661520"
"d500000c-01","-27.7","0","1501661700"
"d500000c-01","-29.22","0","1501661880"
"d500000c-01","-29.46","0","1501662060"
"d500000c-01","-28.18","0","1501662240"
"d500000c-01","-28.41","0","1501662420"
"d500000c-01","-28.29","0","1501662600"
"d500000c-01","-28.65","0","1501662780"
"d500000c-01","-28.29","0","1501662960"
"d500000c-01","-28.29","0","1501663140"
"d500000c-01","-28.29","0","1501663320"
"d500000c-01","-28.53","0","1501663500"
"d500000c-01","-29.81","0","1501663680"
"d500000c-01","-28.06","0","1501663860"
"d500000c-01","-27.37","0","1501664040"
"d500000c-01","-29.1","0","1501664220"
"d500000c-01","-29.01","0","1501664400"
"d500000c-01","-27.94","0","1501664580"
"d500000c-01","-29.22","0","1501664760"
"d500000c-01","-29.22","0","1501664940"
"d500000c-01","-29.1","0","1501665120"
"d500000c-01","-28.77","0","1501665300"
"d500000c-01","-29.57","0","1501665480"
"d500000c-01","-27.61","0","1501665660"
"d500000c-01","-26.9","0","1501665840"
"d500000c-01","-28.18","0","1501666020"
"d500000c-01","-26.66","0","1501666200"
"d500000c-01","-27.61","0","1501666380"
"d500000c-01","-29.22","0","1501666560"
"d500000c-01","-28.65","0","1501666740"
"d500000c-01","-27.82","0","1501666920"
"d500000c-01","-28.06","0","1501667100"
"d500000c-01","-29.22","0","1501667280"
"d500000c-01","-28.29","0","1501667460"
"d500000c-01","-27.61","0","1501667640"
"d500000c-01","-28.29","0","1501667820"
"d500000c-01","-28.06","0","1501668000"
"d500000c-01","-29.34","0","1501668180"
"d500000c-01","-29.93","0","1501668360"
"d500000c-01","-28.06","0","1501668540"
"d500000c-01","-28.29","0","1501668720"
"d500000c-01","-29.57","0","1501668900"
"d500000c-01","-29.1","0","1501669080"
"d500000c-01","-28.53","0","1501669260"
"d500000c-01","-28.77","0","1501669440"
"d500000c-01","-29.34","0","1501669620"
"d500000c-01","-28.41","0","1501669800"
"d500000c-01","-28.29","0","1501669980"
"d500000c-01","-28.89","0","1501670160"
"d500000c-01","-29.57","0","1501670340"
"d500000c-01","-27.02","0","1501670520"
"d500000c-01","-29.01","0","1501670700"
"d500000c-01","-28.65","0","1501670880"
"d500000c-01","-28.65","0","1501671060"
"d500000c-01","-28.41","0","1501671240"
"d500000c-01","-29.57","0","1501671420"
"d500000c-01","-30.05","0","1501671600"
"d500000c-01","-29.34","0","1501671780"
"d500000c-01","-28.53","0","1501671960"
"d500000c-01","-29.1","0","1501672140"
"d500000c-01","-29.34","0","1501672320"
"d500000c-01","-27.02","0","1501672500"
"d500000c-01","-29.69","0","1501672680"
"d500000c-01","-28.18","0","1501672860"
"d500000c-01","-30.17","0","1501673040"
"d500000c-01","-29.01","0","1501673220"
"d500000c-01","-28.65","0","1501673400"
"d500000c-01","-29.22","0","1501673580"
"d500000c-01","-29.46","0","1501673760"
"d500000c-01","-29.01","0","1501673940"
"d500000c-01","-29.34","0","1501674120"
"d500000c-01","-29.22","0","1501674300"
"d500000c-01","-27.82","0","1501674480"
"d500000c-01","-27.82","0","1501674660"
"d500000c-01","-29.22","0","1501674840"
"d500000c-01","-26.66","0","1501675020"
"d500000c-01","-28.89","0","1501675200"
"d500000c-01","-27.7","0","1501675380"
"d500000c-01","-28.29","0","1501675560"
"d500000c-01","-29.1","0","1501675740"
"d500000c-01","-28.89","0","1501675920"
"d500000c-01","-28.65","0","1501676100"
"d500000c-01","-28.89","0","1501676280"
"d500000c-01","-29.01","0","1501676460"
"d500000c-01","-28.41","0","1501676640"
"d500000c-01","-29.34","0","1501676820"
"d500000c-01","-28.29","0","1501677000"
"d500000c-01","-28.18","0","1501677180"
"d500000c-01","-27.82","0","1501677360"
"d500000c-01","160.96","106.23","1501677540"
"d500000c-01","265.39","175.16","1501677720"
"d500000c-01","267.95","176.85","1501677900"
"d500000c-01","268.19","177.01","1501678080"
"d500000c-01","267.36","176.46","1501678260"
"d500000c-01","268.07","176.93","1501678440"
"d500000c-01","268.31","177.08","1501678620"
"d500000c-01","268.87","177.46","1501678800"
"d500000c-01","230.61","152.2","1501678980"
"d500000c-01","230.02","151.81","1501679160"
"d500000c-01","151.98","100.3","1501679340"
"d500000c-01","157.33","103.84","1501679520"
"d500000c-01","157.69","104.07","1501679700"
"d500000c-01","158.05","104.31","1501679880"
"d500000c-01","159.21","105.08","1501680060"
"d500000c-01","157.57","104","1501680240"
"d500000c-01","156.97","103.6","1501680420"
"d500000c-01","157.09","103.68","1501680600"
"d500000c-01","157.33","103.84","1501680780"
"d500000c-01","158.25","104.45","1501680960"
"d500000c-01","156.53","103.31","1501681140"
"d500000c-01","156.41","103.23","1501681320"
"d500000c-01","157.45","103.92","1501681500"
"d500000c-01","156.53","103.31","1501681680"
"d500000c-01","155.93","102.92","1501681860"
"d500000c-01","158.16","104.39","1501682040"
"d500000c-01","157.69","104.07","1501682220"
"d500000c-01","159.44","105.23","1501682400"
"d500000c-01","159.21","105.08","1501682580"
"d500000c-01","159.56","105.31","1501682760"
"d500000c-01","158.16","104.39","1501682940"
"d500000c-01","159.44","105.23","1501683120"
"d500000c-01","159.21","105.08","1501683300"
"d500000c-01","158.25","104.45","1501683480"
"d500000c-01","158.97","104.92","1501683660"
"d500000c-01","160.01","105.61","1501683840"
"d500000c-01","159.44","105.23","1501684020"
"d500000c-01","158.61","104.68","1501684200"
"d500000c-01","159.44","105.23","1501684380"
"d500000c-01","158.61","104.68","1501684560"
"d500000c-01","159.56","105.31","1501684740"
"d500000c-01","159.77","105.45","1501684920"
"d500000c-01","160.72","106.08","1501685100"
"d500000c-01","161.17","106.37","1501685280"
"d500000c-01","160.01","105.61","1501685460"
"d500000c-01","158.97","104.92","1501685640"
"d500000c-01","158.97","104.92","1501685820"
"d500000c-01","159.65","105.37","1501686000"
"d500000c-01","158.25","104.45","1501686180"
"d500000c-01","159.33","105.15","1501686360"
"d500000c-01","159.77","105.45","1501686540"
"d500000c-01","159.21","105.08","1501686720"
"d500000c-01","160.25","105.76","1501686900"
"d500000c-01","160.13","105.68","1501687080"
"d500000c-01","159.09","105","1501687260"
"d500000c-01","158.25","104.45","1501687440"
"d500000c-01","159.56","105.31","1501687620"
"d500000c-01","158.73","104.76","1501687800"
"d500000c-01","159.77","105.45","1501687980"
"d500000c-01","159.56","105.31","1501688160"
"d500000c-01","157.57","104","1501688340"
"d500000c-01","158.37","104.53","1501688520"
"d500000c-01","158.49","104.6","1501688700"
"d500000c-01","159.89","105.53","1501688880"
"d500000c-01","160.49","105.92","1501689060"
"d500000c-01","158.61","104.68","1501689240"
"d500000c-01","159.44","105.23","1501689420"
"d500000c-01","158.37","104.53","1501689600"
"d500000c-01","158.61","104.68","1501689780"
"d500000c-01","158.97","104.92","1501689960"
"d500000c-01","159.56","105.31","1501690140"
"d500000c-01","160.37","105.84","1501690320"
"d500000c-01","158.49","104.6","1501690500"
"d500000c-01","158.49","104.6","1501690680"
"d500000c-01","158.73","104.76","1501690860"
"d500000c-01","157.33","103.84","1501691040"
"d500000c-01","159.21","105.08","1501691220"
"d500000c-01","159.33","105.15","1501691400"
"d500000c-01","159.77","105.45","1501691580"
"d500000c-01","158.49","104.6","1501691760"
"d500000c-01","159.89","105.53","1501691940"
"d500000c-01","158.49","104.6","1501692120"
"d500000c-01","158.61","104.68","1501692300"
"d500000c-01","160.37","105.84","1501692480"
"d500000c-01","159.65","105.37","1501692660"
"d500000c-01","160.84","106.16","1501692840"
"d500000c-01","158.37","104.53","1501693020"
"d500000c-01","158.25","104.45","1501693200"
"d500000c-01","158.05","104.31","1501693380"
"d500000c-01","158.37","104.53","1501693560"
"d500000c-01","157.33","103.84","1501693740"
"d500000c-01","156.53","103.31","1501693920"
"d500000c-01","159.44","105.23","1501694100"
"d500000c-01","156.86","103.52","1501694280"
"d500000c-01","158.05","104.31","1501694460"
"d500000c-01","156.97","103.6","1501694640"
"d500000c-01","159.33","105.15","1501694820"
"d500000c-01","158.16","104.39","1501695000"
"d500000c-01","159.65","105.37","1501695180"
"d500000c-01","155.81","102.84","1501695360"
"d500000c-01","158.25","104.45","1501695540"
"d500000c-01","158.05","104.31","1501695720"
"d500000c-01","158.97","104.92","1501695900"
"d500000c-01","157.21","103.76","1501696080"
"d500000c-01","157.45","103.92","1501696260"
"d500000c-01","157.81","104.15","1501696440"
"d500000c-01","157.21","103.76","1501696620"
"d500000c-01","158.73","104.76","1501696800"
"d500000c-01","156.53","103.31","1501696980"
"d500000c-01","157.33","103.84","1501697160"
"d500000c-01","158.25","104.45","1501697340"
"d500000c-01","158.49","104.6","1501697520"
"d500000c-01","157.69","104.07","1501697700"
"d500000c-01","156.86","103.52","1501697880"
"d500000c-01","157.21","103.76","1501698060"
"d500000c-01","158.25","104.45","1501698240"
"d500000c-01","158.49","104.6","1501698420"
"d500000c-01","157.33","103.84","1501698600"
"d500000c-01","157.09","103.68","1501698780"
"d500000c-01","156.17","103.07","1501698960"
"d500000c-01","157.45","103.92","1501699140"
"d500000c-01","157.93","104.23","1501699320"
"d500000c-01","158.05","104.31","1501699500"
"d500000c-01","156.29","103.15","1501699680"
"d500000c-01","157.93","104.23","1501699860"
"d500000c-01","156.41","103.23","1501700040"
"d500000c-01","158.49","104.6","1501700220"
"d500000c-01","158.25","104.45","1501700400"
"d500000c-01","158.05","104.31","1501700580"
"d500000c-01","158.85","104.84","1501700760"
"d500000c-01","157.33","103.84","1501700940"
"d500000c-01","157.69","104.07","1501701120"
"d500000c-01","157.09","103.68","1501701300"
"d500000c-01","157.21","103.76","1501701480"
"d500000c-01","157.69","104.07","1501701660"
"d500000c-01","157.45","103.92","1501701840"
"d500000c-01","158.61","104.68","1501702020"
"d500000c-01","158.16","104.39","1501702200"
"d500000c-01","157.09","103.68","1501702380"
"d500000c-01","157.45","103.92","1501702560"
"d500000c-01","158.61","104.68","1501702740"
"d500000c-01","156.97","103.6","1501702920"
"d500000c-01","157.57","104","1501703100"
"d500000c-01","157.21","103.76","1501703280"
"d500000c-01","157.33","103.84","1501703460"
"d500000c-01","157.45","103.92","1501703640"
"d500000c-01","156.86","103.52","1501703820"
"d500000c-01","156.41","103.23","1501704000"
"d500000c-01","156.05","102.99","1501704180"
"d500000c-01","157.21","103.76","1501704360"
"d500000c-01","156.97","103.6","1501704540"
"d500000c-01","156.74","103.45","1501704720"
"d500000c-01","158.25","104.45","1501704900"
"d500000c-01","156.74","103.45","1501705080"
"d500000c-01","156.53","103.31","1501705260"
"d500000c-01","95.95","63.33","1501705440"
"d500000c-01","92.92","61.33","1501705620"
"d500000c-01","94.91","62.64","1501705800"
"d500000c-01","95.27","62.88","1501705980"
"d500000c-01","94.23","62.19","1501706160"
"d500000c-01","94.43","62.33","1501706340"
"d500000c-01","94.32","62.25","1501706520"
"d500000c-01","92.59","61.11","1501706700"
"d500000c-01","93.99","62.03","1501706880"
"d500000c-01","94.79","62.56","1501707060"
"d500000c-01","94.55","62.41","1501707240"
"d500000c-01","93.87","61.95","1501707420"
"d500000c-01","94.55","62.41","1501707600"
"d500000c-01","94.11","62.11","1501707780"
"d500000c-01","93.99","62.03","1501707960"
"d500000c-01","93.63","61.8","1501708140"
"d500000c-01","93.51","61.72","1501708320"
"d500000c-01","93.16","61.48","1501708500"
"d500000c-01","93.39","61.64","1501708680"
"d500000c-01","94.32","62.25","1501708860"
"d500000c-01","93.63","61.8","1501709040"
"d500000c-01","94.43","62.33","1501709220"
"d500000c-01","96.07","63.41","1501709400"
"d500000c-01","94.79","62.56","1501709580"
"d500000c-01","93.63","61.8","1501709760"
"d500000c-01","93.75","61.88","1501709940"
"d500000c-01","94.11","62.11","1501710120"
"d500000c-01","95.27","62.88","1501710480"
"d500000c-01","94.43","62.33","1501710660"
"d500000c-01","93.99","62.03","1501710840"
"d500000c-01","93.27","61.56","1501711020"
"d500000c-01","95.39","62.96","1501711200"
"d500000c-01","94.23","62.19","1501711380"
"d500000c-01","95.15","62.8","1501711560"
"d500000c-01","95.39","62.96","1501711740"
"d500000c-01","93.99","62.03","1501711920"
"d500000c-01","93.99","62.03","1501712100"
"d500000c-01","95.51","63.03","1501712280"
"d500000c-01","94.67","62.48","1501712460"
"d500000c-01","95.74","63.19","1501712640"
"d500000c-01","96.79","63.88","1501712820"
"d500000c-01","95.74","63.19","1501713000"
